"Region Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
US48,"10/4/2023 9 a.m. EDT",435636.81,438874.86,432953.8,361
US48,"10/4/2023 10 a.m. EDT",449069.63,454818.9,447337.63,486
US48,"10/4/2023 11 a.m. EDT",467338.36,471026.71,464579.36,236
US48,"10/4/2023 12 p.m. EDT",484710.02,488071.95,482990.02,-2
US48,"10/4/2023 1 p.m. EDT",503675.6,505231.83,500751.6,-352
US48,"10/4/2023 2 p.m. EDT",520207.25,521665.31,516789.25,26
US48,"10/4/2023 3 p.m. EDT",534064.2,536378.66,531656.2,204
US48,"10/4/2023 4 p.m. EDT",545891.33,548221.93,544645.33,267
US48,"10/4/2023 5 p.m. EDT",554198.48,556430.83,552965.48,-268
US48,"10/4/2023 6 p.m. EDT",556662.56,558387.96,556464.56,-162
US48,"10/4/2023 7 p.m. EDT",551009.63,554225.93,551321.63,68
US48,"10/4/2023 8 p.m. EDT",544614.88,545333.24,545039.88,525
US48,"10/4/2023 9 p.m. EDT",534185.02,530289.08,533770.02,965
US48,"10/4/2023 10 p.m. EDT",513681.47,508181.99,511370.47,949
US48,"10/4/2023 11 p.m. EDT",486416.68,481259.64,483682.68,1413
US48,"10/5/2023 12 a.m. EDT",457339.94,451163.74,454329.94,2252
US48,"10/5/2023 1 a.m. EDT",431545.86,424442.66,428783.86,2364
US48,"10/5/2023 2 a.m. EDT",410748.56,400916.22,407120.56,1826
US48,"10/5/2023 3 a.m. EDT",393599.01,386043.55,389113.01,1160
US48,"10/5/2023 4 a.m. EDT",383311.76,378151.83,379083.76,650
US48,"10/5/2023 5 a.m. EDT",378725.54,377549.06,374770.54,878
US48,"10/5/2023 6 a.m. EDT",384718.89,387935.03,381025.89,638
US48,"10/5/2023 7 a.m. EDT",402308.55,405215.73,398985.54,390
US48,"10/5/2023 8 a.m. EDT",419786.75,421655.72,416656.75,-333
US48,"10/5/2023 9 a.m. EDT",430907.98,435365.61,429304.97,407
US48,"10/5/2023 10 a.m. EDT",443210.78,448782.9,442730.77,799
US48,"10/5/2023 11 a.m. EDT",454900.29,460786.91,453730.29,725
US48,"10/5/2023 12 p.m. EDT",467409.53,473129.18,467099.53,684
US48,"10/5/2023 1 p.m. EDT",480211.35,485604.14,478814.35,557
US48,"10/5/2023 2 p.m. EDT",491705.24,497309.64,490564.24,636
US48,"10/5/2023 3 p.m. EDT",501039.75,508058.96,500412.75,636
US48,"10/5/2023 4 p.m. EDT",508951.16,517305.89,508173.16,766
US48,"10/5/2023 5 p.m. EDT",516147,524322.21,516157,900
US48,"10/5/2023 6 p.m. EDT",520729.55,527104.98,521577.55,629
US48,"10/5/2023 7 p.m. EDT",519819.24,524694.18,521010.24,844
US48,"10/5/2023 8 p.m. EDT",518784.64,520094.87,519200.64,884
US48,"10/5/2023 9 p.m. EDT",512413.15,509982.15,511378.15,1193
US48,"10/5/2023 10 p.m. EDT",496791.78,490779.59,493192.77,700
US48,"10/5/2023 11 p.m. EDT",473785.99,466224.8,469991.99,1075
US48,"10/6/2023 12 a.m. EDT",445879.87,439891.97,442700.87,2384
US48,"10/6/2023 1 a.m. EDT",420331.62,415322.41,417029.62,2212
US48,"10/6/2023 2 a.m. EDT",401338.48,392689.55,396841.48,1577
US48,"10/6/2023 3 a.m. EDT",385766.28,375526.93,381842.28,1549
US48,"10/6/2023 4 a.m. EDT",375531.55,370231.93,372175.55,1722
US48,"10/6/2023 5 a.m. EDT",372154.76,369424.74,369045.76,1502
US48,"10/6/2023 6 a.m. EDT",376829.16,378644.5,374662.16,1426
US48,"10/6/2023 7 a.m. EDT",393532.54,395659.33,391036.54,897
US48,"10/6/2023 8 a.m. EDT",411664.88,413061.17,409324.88,70
US48,"10/6/2023 9 a.m. EDT",425565.04,427305.75,423541.04,779
US48,"10/6/2023 10 a.m. EDT",438618.05,440801.23,437445.05,500
US48,"10/6/2023 11 a.m. EDT",452241.99,452622.77,450686.99,491
US48,"10/6/2023 12 p.m. EDT",464678.69,462461.75,464408.69,-96
US48,"10/6/2023 1 p.m. EDT",477908.27,472054.71,476030.27,13
US48,"10/6/2023 2 p.m. EDT",488523.95,480746.68,486085.95,-279
US48,"10/6/2023 3 p.m. EDT",496354.34,489276.67,494331.34,-493
US48,"10/6/2023 4 p.m. EDT",503425.06,496292.9,500722.06,-1002
US48,"10/6/2023 5 p.m. EDT",508735.6,502361.91,507187.6,-842
US48,"10/6/2023 6 p.m. EDT",510181.72,504216.74,509419.72,-1132
US48,"10/6/2023 7 p.m. EDT",506416.23,501344.7,505635.23,-1252
US48,"10/6/2023 8 p.m. EDT",500913.6,495805.08,499545.6,-1152
US48,"10/6/2023 9 p.m. EDT",493006.96,486262.12,489259.96,-1342
US48,"10/6/2023 10 p.m. EDT",476402.25,469921.61,470985.25,-1067
US48,"10/6/2023 11 p.m. EDT",455330.02,448412.05,449821.02,-380
US48,"10/7/2023 12 a.m. EDT",431900.93,425266.38,426854.93,713
US48,"10/7/2023 1 a.m. EDT",408177.97,404520.16,403078.96,452
US48,"10/7/2023 2 a.m. EDT",389312.23,384646.57,383982.22,887
US48,"10/7/2023 3 a.m. EDT",374500.93,370173.47,369411.92,1247
US48,"10/7/2023 4 a.m. EDT",363908,359230.87,359102,979
US48,"10/7/2023 5 a.m. EDT",357542.29,354937.8,352905.29,603
US48,"10/7/2023 6 a.m. EDT",356302.35,356118.57,351379.35,274
US48,"10/7/2023 7 a.m. EDT",360144.74,361829.55,355683.73,372
US48,"10/7/2023 8 a.m. EDT",367854.74,371415.09,364068.73,696
US48,"10/7/2023 9 a.m. EDT",379800.62,383612.88,376446.61,414
US48,"10/7/2023 10 a.m. EDT",393507.26,396484.79,390518.25,626
US48,"10/7/2023 11 a.m. EDT",405029.27,405902.17,401585.27,250
US48,"10/7/2023 12 p.m. EDT",413626.42,412714.17,413062.42,482
US48,"10/7/2023 1 p.m. EDT",420615.88,417880.08,416962.89,-96
US48,"10/7/2023 2 p.m. EDT",423386.8,420755.24,420290.8,-2
US48,"10/7/2023 3 p.m. EDT",426183.64,425381.31,423598.64,401
US48,"10/7/2023 4 p.m. EDT",428723.92,430575.57,427042.92,618
US48,"10/7/2023 5 p.m. EDT",433188.09,436876.33,431995.09,358
US48,"10/7/2023 6 p.m. EDT",437566.01,442556.01,436459.01,-210
US48,"10/7/2023 7 p.m. EDT",439961.19,445768.78,439314.19,-380
US48,"10/7/2023 8 p.m. EDT",443157.01,446492.62,441520.01,-380
US48,"10/7/2023 9 p.m. EDT",440614.27,441999.75,438054.27,-190
US48,"10/7/2023 10 p.m. EDT",430489.98,430551.45,426177.97,240
US48,"10/7/2023 11 p.m. EDT",414228.1,414205.56,409013.09,302
US48,"10/8/2023 12 a.m. EDT",395021.28,395739.81,390001.27,868
US48,"10/8/2023 1 a.m. EDT",376189.15,377373.28,370818.15,485
US48,"10/8/2023 2 a.m. EDT",361241.31,363732.72,355304.3,-62
US48,"10/8/2023 3 a.m. EDT",350482.54,349997.31,344273.54,-265
US48,"10/8/2023 4 a.m. EDT",342576.4,345283.5,336755.4,-776
US48,"10/8/2023 5 a.m. EDT",338280.28,341976.19,332346.28,-1117
US48,"10/8/2023 6 a.m. EDT",337808.76,342578.17,331621.76,-1189
US48,"10/8/2023 7 a.m. EDT",341160.38,347154.37,334896.38,-1034
US48,"10/8/2023 8 a.m. EDT",347785.15,354377.46,342577.15,-631
US48,"10/8/2023 9 a.m. EDT",357529.05,364149.41,352845.05,-492
US48,"10/8/2023 10 a.m. EDT",368027.51,372049.9,363652.51,-378
US48,"10/8/2023 11 a.m. EDT",375222.81,377196.48,371040.81,-231
US48,"10/8/2023 12 p.m. EDT",381395.36,382272.2,379264.36,-648
US48,"10/8/2023 1 p.m. EDT",388419.54,387093.46,385422.54,-30
US48,"10/8/2023 2 p.m. EDT",394964.68,392130.37,390906.68,100
US48,"10/8/2023 3 p.m. EDT",398541.45,398355.24,395012.45,-48
US48,"10/8/2023 4 p.m. EDT",404070.4,406913.09,401331.4,123
US48,"10/8/2023 5 p.m. EDT",413700.15,418084.48,412223.15,518
US48,"10/8/2023 6 p.m. EDT",425233.09,428891.42,424210.09,386
US48,"10/8/2023 7 p.m. EDT",434590.79,438095.14,434355.79,921
US48,"10/8/2023 8 p.m. EDT",442749.62,444103.77,441941.62,700
US48,"10/8/2023 9 p.m. EDT",443205.29,442273.89,442349.29,923
US48,"10/8/2023 10 p.m. EDT",432221.42,430133.02,428902.42,733
US48,"10/8/2023 11 p.m. EDT",414901.73,412647.43,410417.73,481
US48,"10/9/2023 12 a.m. EDT",394708.68,393222.07,389943.68,790
US48,"10/9/2023 1 a.m. EDT",375300.59,374464.08,370389.58,474
US48,"10/9/2023 2 a.m. EDT",360895.58,360076.85,355561.58,474
US48,"10/9/2023 3 a.m. EDT",351301.59,347789.33,345780.59,57
US48,"10/9/2023 4 a.m. EDT",345021.96,346158.57,339472.96,80
