"Region Code","Timestamp (Hour Ending)","Demand (MWh)","Demand Forecast (MWh)","Net Generation (MWh)","Total Interchange (MWh)"
US48,"9/9/2023 7 p.m. EDT",584243.85,585693.29,579474.85,-3506
US48,"9/9/2023 8 p.m. EDT",575574.64,574363.23,570956.64,-2787
US48,"9/9/2023 9 p.m. EDT",561802.91,559766.88,557043.9,-1884
US48,"9/9/2023 10 p.m. EDT",542649.23,539712.22,536941.23,-1763
US48,"9/9/2023 11 p.m. EDT",518542.91,512832.56,512072.91,-1883
US48,"9/10/2023 12 a.m. EDT",492375.15,484716.65,486146.15,-1224
US48,"9/10/2023 1 a.m. EDT",465150.21,454393.93,459689.2,-362
US48,"9/10/2023 2 a.m. EDT",441876.29,430848.18,437134.29,677
US48,"9/10/2023 3 a.m. EDT",423362.53,411102.93,418300.53,630
US48,"9/10/2023 4 a.m. EDT",409240.91,398908.09,404121.91,489
US48,"9/10/2023 5 a.m. EDT",399400.95,390530.72,394796.95,546
US48,"9/10/2023 6 a.m. EDT",393884.33,386552.58,389305.33,467
US48,"9/10/2023 7 a.m. EDT",393587.98,387327.9,389305.98,531
US48,"9/10/2023 8 a.m. EDT",396125.97,392882.19,392348.97,425
US48,"9/10/2023 9 a.m. EDT",406448.08,406708.36,402721.08,365
US48,"9/10/2023 10 a.m. EDT",426355.98,425609.85,422462.98,-323
US48,"9/10/2023 11 a.m. EDT",448490.7,448468.66,444850.7,-10
US48,"9/10/2023 12 p.m. EDT",471864.94,472001.88,469271.94,78
US48,"9/10/2023 1 p.m. EDT",497381.98,495918.81,494172.98,-14
US48,"9/10/2023 2 p.m. EDT",521435.98,517730.46,517798.98,-138
US48,"9/10/2023 3 p.m. EDT",541059.43,536932.04,536895.43,-641
US48,"9/10/2023 4 p.m. EDT",557810.87,553887.84,553870.87,-843
US48,"9/10/2023 5 p.m. EDT",573488.64,568363.78,570048.64,-1404
US48,"9/10/2023 6 p.m. EDT",583968.46,577273.63,579840.46,-2834
US48,"9/10/2023 7 p.m. EDT",585107.98,576711.04,581563.98,-2688
